prompt_id,group,x,y,method,place,strength
53,harmless_baseline,10.249527,2.3814971,umap,global,-10
54,harmless_baseline,-0.23257068,3.2485297,umap,global,-10
55,harmless_baseline,10.479651,2.2288454,umap,global,-10
56,harmless_baseline,-0.7506971,3.8865771,umap,global,-10
57,harmless_baseline,-0.36849615,4.2391367,umap,global,-10
58,harmless_baseline,8.859348,5.146793,umap,global,-10
59,harmless_baseline,-0.289598,3.9138687,umap,global,-10
60,harmless_baseline,-0.58028215,4.319319,umap,global,-10
61,harmless_baseline,9.638802,4.600081,umap,global,-10
62,harmless_baseline,-0.67418265,3.6955566,umap,global,-10
63,harmless_baseline,9.463233,4.7226753,umap,global,-10
64,harmless_baseline,8.827391,5.181328,umap,global,-10
65,harmless_baseline,0.0073175197,3.987058,umap,global,-10
66,harmless_baseline,13.326752,4.9064174,umap,global,-10
67,harmless_baseline,-0.7609191,3.9780393,umap,global,-10
68,harmless_baseline,0.23953581,3.075343,umap,global,-10
69,harmless_baseline,12.615147,2.2748775,umap,global,-10
70,harmless_baseline,0.29016432,3.1556225,umap,global,-10
71,harmless_baseline,13.113861,5.213623,umap,global,-10
72,harmless_baseline,-0.87358904,3.8791025,umap,global,-10
73,harmless_baseline,12.520276,4.7459064,umap,global,-10
74,harmless_baseline,-0.7056199,4.01867,umap,global,-10
75,harmless_baseline,12.710993,4.868222,umap,global,-10
76,harmless_baseline,-0.16901283,4.371075,umap,global,-10
77,harmless_baseline,13.228321,4.7026443,umap,global,-10
78,harmless_baseline,-0.6132057,3.469851,umap,global,-10
79,harmless_baseline,-0.4832104,3.4876654,umap,global,-10
80,harmless_baseline,-0.13483064,2.8875268,umap,global,-10
81,harmless_baseline,0.26796785,2.9015086,umap,global,-10
82,harmless_baseline,-0.22341405,4.2192993,umap,global,-10
83,harmless_baseline,13.2626915,4.688121,umap,global,-10
84,harmless_baseline,8.871128,5.1368923,umap,global,-10
85,harmless_baseline,-0.06972425,4.270961,umap,global,-10
86,harmless_baseline,-0.72186923,3.8221085,umap,global,-10
87,harmless_baseline,13.351862,5.3102846,umap,global,-10
88,harmless_baseline,-0.036912516,2.6976037,umap,global,-10
89,harmless_baseline,-0.5661562,3.412731,umap,global,-10
90,harmless_baseline,10.020482,4.277667,umap,global,-10
91,harmless_baseline,-0.047369592,4.238906,umap,global,-10
92,harmless_baseline,-0.13766764,3.9870431,umap,global,-10
93,harmless_baseline,12.007031,4.601342,umap,global,-10
94,harmless_baseline,-0.24117927,4.2191405,umap,global,-10
95,harmless_baseline,12.247978,4.7089777,umap,global,-10
96,harmless_baseline,10.269241,1.8159126,umap,global,-10
97,harmless_baseline,-0.027111346,3.6944072,umap,global,-10
98,harmless_baseline,-0.29558656,4.295089,umap,global,-10
99,harmless_baseline,8.7999935,5.2067013,umap,global,-10
100,harmless_baseline,-0.26657796,3.5410972,umap,global,-10
101,harmless_baseline,10.2441435,2.417452,umap,global,-10
102,harmless_baseline,0.35063305,2.8795555,umap,global,-10
103,harmless_baseline,0.16628866,1.8866235,umap,global,-10
104,harmless_baseline,-0.35051256,4.133267,umap,global,-10
105,harmless_baseline,12.403576,4.8599434,umap,global,-10
106,harmless_baseline,13.393959,4.964921,umap,global,-10
107,harmless_baseline,-0.42258352,4.208911,umap,global,-10
108,harmless_baseline,-0.4714901,3.8369424,umap,global,-10
109,harmless_baseline,9.634123,4.5984583,umap,global,-10
110,harmless_baseline,0.12503287,3.5052555,umap,global,-10
111,harmless_baseline,12.87668,4.993485,umap,global,-10
112,harmless_baseline,-0.027691768,2.7126665,umap,global,-10
113,harmless_baseline,10.332615,2.005706,umap,global,-10
114,harmless_baseline,13.039662,5.1412516,umap,global,-10
115,harmless_baseline,-0.7527849,4.2352633,umap,global,-10
116,harmless_baseline,0.23073487,3.3380997,umap,global,-10
117,harmless_baseline,8.870248,5.1331677,umap,global,-10
118,harmless_baseline,8.820175,5.1836567,umap,global,-10
119,harmless_baseline,0.020300284,3.660757,umap,global,-10
120,harmless_baseline,10.475555,1.8182498,umap,global,-10
121,harmless_baseline,0.11161969,4.0863757,umap,global,-10
122,harmless_baseline,9.636859,4.613477,umap,global,-10
123,harmless_baseline,-0.17636569,3.4597363,umap,global,-10
124,harmless_baseline,12.170998,4.6773796,umap,global,-10
125,harmless_baseline,-0.7353698,3.6917686,umap,global,-10
126,harmless_baseline,0.0128728235,2.7701595,umap,global,-10
127,harmless_baseline,-0.46078458,3.5048726,umap,global,-10
0,harmful_baseline,9.385076,2.1897447,umap,global,-10
1,harmful_baseline,-5.152096,10.64151,umap,global,-10
2,harmful_baseline,13.218452,5.408625,umap,global,-10
3,harmful_baseline,-5.4491997,10.380657,umap,global,-10
4,harmful_baseline,-5.4980345,10.354679,umap,global,-10
5,harmful_baseline,13.362094,1.9395922,umap,global,-10
6,harmful_baseline,0.46928942,2.8805263,umap,global,-10
7,harmful_baseline,9.526068,2.3723993,umap,global,-10
8,harmful_baseline,-5.11449,10.541946,umap,global,-10
9,harmful_baseline,9.358768,2.1901913,umap,global,-10
10,harmful_baseline,-3.1194503,12.43655,umap,global,-10
11,harmful_baseline,12.519763,5.193956,umap,global,-10
12,harmful_baseline,9.803118,4.3598824,umap,global,-10
13,harmful_baseline,-3.2808535,12.491358,umap,global,-10
14,harmful_baseline,12.435237,5.258376,umap,global,-10
15,harmful_baseline,-3.2409556,12.912929,umap,global,-10
16,harmful_baseline,12.558754,5.370931,umap,global,-10
17,harmful_baseline,-5.455369,10.34676,umap,global,-10
18,harmful_baseline,12.627356,5.2637973,umap,global,-10
19,harmful_baseline,-5.306207,10.553546,umap,global,-10
20,harmful_baseline,-5.320232,10.484492,umap,global,-10
21,harmful_baseline,0.30191147,1.6056701,umap,global,-10
22,harmful_baseline,-4.6890945,10.58125,umap,global,-10
23,harmful_baseline,13.324989,5.1872177,umap,global,-10
24,harmful_baseline,9.574751,2.3437924,umap,global,-10
25,harmful_baseline,-5.263518,10.388732,umap,global,-10
26,harmful_baseline,0.2893044,1.6278807,umap,global,-10
27,harmful_baseline,-3.783049,12.494978,umap,global,-10
28,harmful_baseline,9.269658,2.0592215,umap,global,-10
29,harmful_baseline,-3.258879,12.483776,umap,global,-10
30,harmful_baseline,-3.7938328,12.625729,umap,global,-10
31,harmful_baseline,9.417126,4.756311,umap,global,-10
32,harmful_baseline,12.557756,5.8481236,umap,global,-10
33,harmful_baseline,-5.3913774,10.4811325,umap,global,-10
34,harmful_baseline,13.380343,1.9409441,umap,global,-10
35,harmful_baseline,-3.2127,12.6004095,umap,global,-10
36,harmful_baseline,0.65776426,0.82407016,umap,global,-10
37,harmful_baseline,-3.4008596,12.952414,umap,global,-10
38,harmful_baseline,-3.0071514,13.224648,umap,global,-10
39,harmful_baseline,9.367858,2.21875,umap,global,-10
40,harmful_baseline,13.362069,5.238844,umap,global,-10
41,harmful_baseline,-5.5591106,10.246377,umap,global,-10
42,harmful_baseline,-3.3477712,13.272379,umap,global,-10
43,harmful_baseline,13.239492,5.521587,umap,global,-10
44,harmful_baseline,-3.1747673,13.157009,umap,global,-10
45,harmful_baseline,9.644228,2.0897212,umap,global,-10
46,harmful_baseline,13.303887,5.230078,umap,global,-10
47,harmful_baseline,-3.2812092,13.295232,umap,global,-10
48,harmful_baseline,-5.339124,10.5603485,umap,global,-10
49,harmful_baseline,9.336725,2.3352032,umap,global,-10
50,harmful_baseline,9.584793,1.7678822,umap,global,-10
51,harmful_baseline,0.50674313,2.824438,umap,global,-10
52,harmful_baseline,9.568643,2.0466754,umap,global,-10
53,harmful_baseline,-3.1074605,13.037101,umap,global,-10
54,harmful_baseline,9.364492,2.2774386,umap,global,-10
55,harmful_baseline,-3.360884,13.261995,umap,global,-10
56,harmful_baseline,0.50687784,0.81768394,umap,global,-10
57,harmful_baseline,-5.2498927,10.842317,umap,global,-10
58,harmful_baseline,9.316849,2.2304296,umap,global,-10
59,harmful_baseline,-3.019557,13.275994,umap,global,-10
60,harmful_baseline,0.3124237,1.6717461,umap,global,-10
61,harmful_baseline,-3.2231653,12.634442,umap,global,-10
62,harmful_baseline,-2.9188206,13.2973795,umap,global,-10
63,harmful_baseline,0.5784039,0.662474,umap,global,-10
64,harmful_baseline,-5.3322697,10.503885,umap,global,-10
65,harmful_baseline,13.302673,5.276487,umap,global,-10
66,harmful_baseline,-3.4422185,12.752049,umap,global,-10
67,harmful_baseline,12.698364,5.2345347,umap,global,-10
68,harmful_baseline,-5.357823,10.729403,umap,global,-10
69,harmful_baseline,-3.1785378,12.888643,umap,global,-10
70,harmful_baseline,13.234441,4.697824,umap,global,-10
71,harmful_baseline,-3.504976,12.85118,umap,global,-10
72,harmful_baseline,13.246967,5.253076,umap,global,-10
73,harmful_baseline,-5.207769,10.848049,umap,global,-10
74,harmful_baseline,-3.8300695,12.463869,umap,global,-10
75,harmful_baseline,-3.867538,12.597588,umap,global,-10
76,harmful_baseline,-3.3502655,13.225984,umap,global,-10
77,harmful_baseline,-2.9959912,12.740352,umap,global,-10
78,harmful_baseline,12.272594,4.8265276,umap,global,-10
79,harmful_baseline,-4.0265512,12.318268,umap,global,-10
80,harmful_baseline,-5.5239687,10.355922,umap,global,-10
81,harmful_baseline,9.42948,4.747616,umap,global,-10
82,harmful_baseline,9.455432,2.1264062,umap,global,-10
83,harmful_baseline,-2.897833,13.232726,umap,global,-10
84,harmful_baseline,12.26637,5.0200715,umap,global,-10
85,harmful_baseline,-3.3416874,13.368551,umap,global,-10
86,harmful_baseline,12.644532,5.3005314,umap,global,-10
87,harmful_baseline,-3.3277347,13.05211,umap,global,-10
88,harmful_baseline,-3.868355,12.4723625,umap,global,-10
89,harmful_baseline,13.466322,1.8943559,umap,global,-10
90,harmful_baseline,-5.5223365,10.344921,umap,global,-10
91,harmful_baseline,-3.1591766,13.125069,umap,global,-10
92,harmful_baseline,9.586238,2.3735921,umap,global,-10
93,harmful_baseline,-3.093786,13.26519,umap,global,-10
94,harmful_baseline,-3.4134777,13.24553,umap,global,-10
95,harmful_baseline,9.538542,2.3974369,umap,global,-10
96,harmful_baseline,-3.3194115,12.721439,umap,global,-10
97,harmful_baseline,13.427446,5.305843,umap,global,-10
98,harmful_baseline,-5.214645,10.897322,umap,global,-10
99,harmful_baseline,0.37446424,1.4302014,umap,global,-10
100,harmful_baseline,-3.837215,12.513977,umap,global,-10
101,harmful_baseline,13.184021,5.2213054,umap,global,-10
102,harmful_baseline,-5.406939,10.408189,umap,global,-10
103,harmful_baseline,9.43757,4.744622,umap,global,-10
104,harmful_baseline,12.476552,5.183513,umap,global,-10
105,harmful_baseline,-3.7113497,12.666935,umap,global,-10
106,harmful_baseline,-3.7306569,12.434082,umap,global,-10
107,harmful_baseline,9.199162,2.272301,umap,global,-10
108,harmful_baseline,-3.4301405,13.238601,umap,global,-10
109,harmful_baseline,13.369007,1.8809845,umap,global,-10
110,harmful_baseline,12.049931,4.643426,umap,global,-10
111,harmful_baseline,-3.5062616,12.719324,umap,global,-10
112,harmful_baseline,-3.1716673,13.018066,umap,global,-10
113,harmful_baseline,12.350831,4.8234477,umap,global,-10
114,harmful_baseline,-5.346283,10.525249,umap,global,-10
115,harmful_baseline,12.212653,4.997694,umap,global,-10
116,harmful_baseline,13.4017,1.9263442,umap,global,-10
117,harmful_baseline,-2.8905985,13.238115,umap,global,-10
118,harmful_baseline,-3.2621017,13.198527,umap,global,-10
119,harmful_baseline,13.416945,1.88989,umap,global,-10
120,harmful_baseline,9.42446,1.8960814,umap,global,-10
121,harmful_baseline,-2.9089775,12.813955,umap,global,-10
122,harmful_baseline,-3.5406673,13.1398535,umap,global,-10
123,harmful_baseline,12.8591585,5.090313,umap,global,-10
124,harmful_baseline,0.3455614,1.4325513,umap,global,-10
125,harmful_baseline,-4.584397,10.525525,umap,global,-10
126,harmful_baseline,0.5411025,3.2032893,umap,global,-10
127,harmful_baseline,9.634544,4.6010795,umap,global,-10
0,harmless_neg10,-2.1500852,8.044211,umap,global,-10
1,harmless_neg10,13.0867195,8.335702,umap,global,-10
2,harmless_neg10,-0.62547755,4.6437793,umap,global,-10
3,harmless_neg10,11.790817,8.37586,umap,global,-10
4,harmless_neg10,9.655668,1.2133582,umap,global,-10
5,harmless_neg10,-0.3515283,4.614039,umap,global,-10
6,harmless_neg10,-1.5020195,6.5654216,umap,global,-10
7,harmless_neg10,13.228985,8.020625,umap,global,-10
8,harmless_neg10,10.800815,9.256533,umap,global,-10
9,harmless_neg10,-1.7085971,6.7113323,umap,global,-10
10,harmless_neg10,-1.6310073,6.566767,umap,global,-10
11,harmless_neg10,13.159416,8.326983,umap,global,-10
12,harmless_neg10,12.912471,8.295812,umap,global,-10
13,harmless_neg10,-1.6025022,7.055362,umap,global,-10
14,harmless_neg10,9.781465,1.7102419,umap,global,-10
15,harmless_neg10,-2.0790288,7.698328,umap,global,-10
16,harmless_neg10,-1.5533824,6.5412245,umap,global,-10
17,harmless_neg10,9.823187,1.6664782,umap,global,-10
18,harmless_neg10,-1.3758305,6.7079277,umap,global,-10
19,harmless_neg10,9.763641,1.5317229,umap,global,-10
20,harmless_neg10,-1.8404016,7.5679245,umap,global,-10
21,harmless_neg10,9.632317,1.2004719,umap,global,-10
22,harmless_neg10,9.771623,1.2943933,umap,global,-10
23,harmless_neg10,-2.0508595,7.808835,umap,global,-10
24,harmless_neg10,-1.4410242,6.793551,umap,global,-10
25,harmless_neg10,11.561112,8.487412,umap,global,-10
26,harmless_neg10,-1.6866701,7.2721443,umap,global,-10
27,harmless_neg10,0.5353821,0.5592563,umap,global,-10
28,harmless_neg10,-1.2188056,5.7410593,umap,global,-10
29,harmless_neg10,11.524732,8.531125,umap,global,-10
30,harmless_neg10,-1.7050061,6.7150526,umap,global,-10
31,harmless_neg10,12.350107,6.8592663,umap,global,-10
32,harmless_neg10,-2.1483085,7.9212384,umap,global,-10
33,harmless_neg10,13.127772,6.18535,umap,global,-10
34,harmless_neg10,-1.2224826,5.9398274,umap,global,-10
35,harmless_neg10,12.233121,6.753789,umap,global,-10
36,harmless_neg10,-2.2196817,7.2622666,umap,global,-10
37,harmless_neg10,9.875621,1.6357713,umap,global,-10
38,harmless_neg10,-0.61667436,4.488964,umap,global,-10
39,harmless_neg10,13.062308,7.808915,umap,global,-10
40,harmless_neg10,9.6719265,1.2316359,umap,global,-10
41,harmless_neg10,-1.9959046,7.6668324,umap,global,-10
42,harmless_neg10,-1.6752836,6.644327,umap,global,-10
43,harmless_neg10,12.287286,6.77489,umap,global,-10
44,harmless_neg10,13.452852,1.6388158,umap,global,-10
45,harmless_neg10,-2.1381297,7.9474225,umap,global,-10
46,harmless_neg10,11.153152,8.911339,umap,global,-10
47,harmless_neg10,-1.5812525,6.675523,umap,global,-10
48,harmless_neg10,12.269719,6.7714972,umap,global,-10
49,harmless_neg10,-1.5356907,7.054761,umap,global,-10
50,harmless_neg10,0.54315495,0.5304042,umap,global,-10
51,harmless_neg10,-2.1734831,8.049184,umap,global,-10
52,harmless_neg10,-1.593104,6.6136003,umap,global,-10
53,harmless_neg10,12.77598,8.221015,umap,global,-10
54,harmless_neg10,-2.0383797,7.800505,umap,global,-10
55,harmless_neg10,13.482278,1.6475117,umap,global,-10
56,harmless_neg10,-0.9280737,4.2383733,umap,global,-10
57,harmless_neg10,13.548743,1.569388,umap,global,-10
58,harmless_neg10,12.816512,8.231068,umap,global,-10
59,harmless_neg10,-1.5745559,6.224253,umap,global,-10
60,harmless_neg10,-0.82834774,4.8640666,umap,global,-10
61,harmless_neg10,12.577803,6.856778,umap,global,-10
62,harmless_neg10,-1.163269,5.5294027,umap,global,-10
63,harmless_neg10,12.701978,8.183005,umap,global,-10
64,harmless_neg10,11.427245,4.4374123,umap,global,-10
65,harmless_neg10,-0.45335257,4.8976665,umap,global,-10
66,harmless_neg10,13.226758,6.162884,umap,global,-10
67,harmless_neg10,-1.4906753,6.2949567,umap,global,-10
68,harmless_neg10,-1.9045812,7.4653726,umap,global,-10
69,harmless_neg10,10.895305,9.160299,umap,global,-10
70,harmless_neg10,-2.0233443,7.729727,umap,global,-10
71,harmless_neg10,10.889799,9.168833,umap,global,-10
72,harmless_neg10,-1.3938622,6.1313543,umap,global,-10
73,harmless_neg10,13.049993,8.254549,umap,global,-10
74,harmless_neg10,-0.6131959,4.618761,umap,global,-10
75,harmless_neg10,14.031638,8.719559,umap,global,-10
76,harmless_neg10,-2.1546757,7.0531316,umap,global,-10
77,harmless_neg10,13.237886,8.0909605,umap,global,-10
78,harmless_neg10,-1.8760815,7.5528574,umap,global,-10
79,harmless_neg10,-2.0363207,7.7651634,umap,global,-10
80,harmless_neg10,-1.92574,7.646748,umap,global,-10
81,harmless_neg10,-1.7461987,7.3462887,umap,global,-10
82,harmless_neg10,-2.1230109,7.0707335,umap,global,-10
83,harmless_neg10,11.100243,8.964001,umap,global,-10
84,harmless_neg10,13.172207,8.301986,umap,global,-10
85,harmless_neg10,-0.85588664,5.5380573,umap,global,-10
86,harmless_neg10,-1.1550622,5.9003134,umap,global,-10
87,harmless_neg10,10.814144,9.243348,umap,global,-10
88,harmless_neg10,-2.1807444,8.04213,umap,global,-10
89,harmless_neg10,-2.134534,7.9099283,umap,global,-10
90,harmless_neg10,13.369234,8.179139,umap,global,-10
91,harmless_neg10,-1.1090847,5.9550366,umap,global,-10
92,harmless_neg10,-1.5259387,7.0323195,umap,global,-10
93,harmless_neg10,12.7243805,7.304233,umap,global,-10
94,harmless_neg10,-0.7418038,5.226886,umap,global,-10
95,harmless_neg10,12.237494,6.775642,umap,global,-10
96,harmless_neg10,9.61571,1.218945,umap,global,-10
97,harmless_neg10,-1.9713569,6.966662,umap,global,-10
98,harmless_neg10,-0.5356082,4.888586,umap,global,-10
99,harmless_neg10,13.177735,8.175299,umap,global,-10
100,harmless_neg10,-2.085393,7.8414397,umap,global,-10
101,harmless_neg10,11.113808,8.946157,umap,global,-10
102,harmless_neg10,-2.056758,7.875158,umap,global,-10
103,harmless_neg10,0.5695938,0.53171253,umap,global,-10
104,harmless_neg10,-0.7018582,4.807091,umap,global,-10
105,harmless_neg10,12.26544,6.7491827,umap,global,-10
106,harmless_neg10,12.32014,6.796653,umap,global,-10
107,harmless_neg10,-0.38681588,4.3651056,umap,global,-10
108,harmless_neg10,-1.3994277,6.2665415,umap,global,-10
109,harmless_neg10,12.538722,6.853236,umap,global,-10
110,harmless_neg10,-1.4401425,6.876542,umap,global,-10
111,harmless_neg10,13.932706,8.786469,umap,global,-10
112,harmless_neg10,-1.9030812,7.838719,umap,global,-10
113,harmless_neg10,9.662075,1.2720076,umap,global,-10
114,harmless_neg10,13.943443,8.715587,umap,global,-10
115,harmless_neg10,-1.4263045,6.6244216,umap,global,-10
116,harmless_neg10,-1.506042,6.994363,umap,global,-10
117,harmless_neg10,13.206207,6.329073,umap,global,-10
118,harmless_neg10,13.318772,8.033725,umap,global,-10
119,harmless_neg10,-1.4407296,6.989973,umap,global,-10
120,harmless_neg10,13.215515,6.2472744,umap,global,-10
121,harmless_neg10,-2.1764421,7.272766,umap,global,-10
122,harmless_neg10,11.625532,8.447246,umap,global,-10
123,harmless_neg10,-1.7132472,7.3740454,umap,global,-10
124,harmless_neg10,12.549244,6.97955,umap,global,-10
125,harmless_neg10,-1.4219394,6.003491,umap,global,-10
126,harmless_neg10,-1.8963931,7.7761974,umap,global,-10
127,harmless_neg10,-2.0246406,7.684806,umap,global,-10
0,harmful_neg10,9.2653475,1.0954278,umap,global,-10
1,harmful_neg10,-3.8663116,10.449523,umap,global,-10
2,harmful_neg10,10.793838,9.265785,umap,global,-10
3,harmful_neg10,-4.105438,10.30837,umap,global,-10
4,harmful_neg10,-4.170533,10.358425,umap,global,-10
5,harmful_neg10,13.597213,1.5167372,umap,global,-10
6,harmful_neg10,-2.2423818,8.25859,umap,global,-10
7,harmful_neg10,9.408148,1.0334785,umap,global,-10
8,harmful_neg10,-3.7777548,10.998266,umap,global,-10
9,harmful_neg10,9.19134,1.2243577,umap,global,-10
10,harmful_neg10,-3.3664565,11.420711,umap,global,-10
11,harmful_neg10,13.1977415,6.260987,umap,global,-10
12,harmful_neg10,11.061125,9.0017395,umap,global,-10
13,harmful_neg10,-3.5515122,11.468417,umap,global,-10
14,harmful_neg10,13.133074,8.33073,umap,global,-10
15,harmful_neg10,-3.270078,11.001079,umap,global,-10
16,harmful_neg10,13.984069,8.745832,umap,global,-10
17,harmful_neg10,-4.281486,10.400073,umap,global,-10
18,harmful_neg10,13.103317,8.418607,umap,global,-10
19,harmful_neg10,-3.8726025,10.202184,umap,global,-10
20,harmful_neg10,-3.8606026,10.452001,umap,global,-10
21,harmful_neg10,0.5279726,0.5220453,umap,global,-10
22,harmful_neg10,-3.7882948,11.080989,umap,global,-10
23,harmful_neg10,10.752671,9.3073015,umap,global,-10
24,harmful_neg10,9.403712,1.0288284,umap,global,-10
25,harmful_neg10,-4.0702367,10.454841,umap,global,-10
26,harmful_neg10,0.55790305,0.5227224,umap,global,-10
27,harmful_neg10,-3.494384,12.01053,umap,global,-10
28,harmful_neg10,9.243347,1.2116693,umap,global,-10
29,harmful_neg10,-3.55055,11.54406,umap,global,-10
30,harmful_neg10,-3.4159307,11.669372,umap,global,-10
31,harmful_neg10,11.434037,8.606815,umap,global,-10
32,harmful_neg10,13.1291065,8.497682,umap,global,-10
33,harmful_neg10,-4.0672345,10.33789,umap,global,-10
34,harmful_neg10,13.59193,1.516268,umap,global,-10
35,harmful_neg10,-3.4698753,11.246284,umap,global,-10
36,harmful_neg10,0.60484535,0.64641815,umap,global,-10
37,harmful_neg10,-3.268526,11.523615,umap,global,-10
38,harmful_neg10,-2.958266,11.0138445,umap,global,-10
39,harmful_neg10,9.303335,1.06961,umap,global,-10
40,harmful_neg10,11.123229,8.940337,umap,global,-10
41,harmful_neg10,-4.19536,10.322032,umap,global,-10
42,harmful_neg10,-2.9437728,11.613993,umap,global,-10
43,harmful_neg10,10.781119,9.27786,umap,global,-10
44,harmful_neg10,-2.8914082,11.119547,umap,global,-10
45,harmful_neg10,13.574772,1.5157725,umap,global,-10
46,harmful_neg10,10.755274,9.303359,umap,global,-10
47,harmful_neg10,-3.1016471,11.367247,umap,global,-10
48,harmful_neg10,-3.9725306,10.252317,umap,global,-10
49,harmful_neg10,9.217536,1.1104271,umap,global,-10
50,harmful_neg10,9.621364,1.6410693,umap,global,-10
51,harmful_neg10,-2.2943733,8.296036,umap,global,-10
52,harmful_neg10,9.565531,1.6387155,umap,global,-10
53,harmful_neg10,-3.2907732,11.037601,umap,global,-10
54,harmful_neg10,9.35152,1.1106756,umap,global,-10
55,harmful_neg10,-3.0010867,11.541841,umap,global,-10
56,harmful_neg10,0.43802014,0.6481935,umap,global,-10
57,harmful_neg10,-3.7241018,10.33336,umap,global,-10
58,harmful_neg10,9.235687,1.076815,umap,global,-10
59,harmful_neg10,-2.7984905,11.350643,umap,global,-10
60,harmful_neg10,0.58303666,0.6155861,umap,global,-10
61,harmful_neg10,-3.6194472,11.294127,umap,global,-10
62,harmful_neg10,-2.9812484,10.996357,umap,global,-10
63,harmful_neg10,0.5039047,0.6043783,umap,global,-10
64,harmful_neg10,-3.9897513,10.7024975,umap,global,-10
65,harmful_neg10,10.852427,9.207732,umap,global,-10
66,harmful_neg10,-3.4252107,11.580485,umap,global,-10
67,harmful_neg10,13.012208,8.363221,umap,global,-10
68,harmful_neg10,-4.0036063,10.27003,umap,global,-10
69,harmful_neg10,-3.2848024,11.050594,umap,global,-10
70,harmful_neg10,11.074249,8.987872,umap,global,-10
71,harmful_neg10,-3.175424,11.770186,umap,global,-10
72,harmful_neg10,13.084648,8.36613,umap,global,-10
73,harmful_neg10,-3.619624,10.401942,umap,global,-10
74,harmful_neg10,-3.612057,11.901409,umap,global,-10
75,harmful_neg10,-3.480194,11.810638,umap,global,-10
76,harmful_neg10,-2.8398936,11.6841545,umap,global,-10
77,harmful_neg10,-2.974466,11.611233,umap,global,-10
78,harmful_neg10,13.998546,8.7614155,umap,global,-10
79,harmful_neg10,-2.2867177,8.317714,umap,global,-10
80,harmful_neg10,-4.0883746,10.30947,umap,global,-10
81,harmful_neg10,11.440866,8.60607,umap,global,-10
82,harmful_neg10,9.491665,1.7044233,umap,global,-10
83,harmful_neg10,-2.876808,11.030715,umap,global,-10
84,harmful_neg10,12.874365,7.489371,umap,global,-10
85,harmful_neg10,-2.7923758,11.7331,umap,global,-10
86,harmful_neg10,13.193095,6.183147,umap,global,-10
87,harmful_neg10,-3.048468,11.674133,umap,global,-10
88,harmful_neg10,-3.5562482,11.941967,umap,global,-10
89,harmful_neg10,13.607508,1.4990226,umap,global,-10
