prompt_id,group,x,y,method,place,strength
56,harmful_baseline,14.217547,1.9341401,pca,global,-10
57,harmful_baseline,12.571288,4.033679,pca,global,-10
58,harmful_baseline,-19.223625,2.4120846,pca,global,-10
59,harmful_baseline,22.92106,-3.2596788,pca,global,-10
60,harmful_baseline,-13.5357895,17.494938,pca,global,-10
61,harmful_baseline,29.562563,-5.6626277,pca,global,-10
62,harmful_baseline,21.426342,-2.3446956,pca,global,-10
63,harmful_baseline,20.19613,-5.2443852,pca,global,-10
64,harmful_baseline,30.080313,-4.6626573,pca,global,-10
65,harmful_baseline,-13.825409,-10.415566,pca,global,-10
66,harmful_baseline,22.604298,-2.914127,pca,global,-10
67,harmful_baseline,-20.199486,-6.550867,pca,global,-10
68,harmful_baseline,25.424799,-0.7692854,pca,global,-10
69,harmful_baseline,27.555134,-6.104883,pca,global,-10
70,harmful_baseline,-22.117186,-7.4014435,pca,global,-10
71,harmful_baseline,23.074802,-1.7760745,pca,global,-10
72,harmful_baseline,-15.504045,-8.836537,pca,global,-10
73,harmful_baseline,22.535105,-2.0628645,pca,global,-10
74,harmful_baseline,22.877405,-3.2862175,pca,global,-10
75,harmful_baseline,8.910366,6.2983823,pca,global,-10
76,harmful_baseline,27.620354,-5.1196847,pca,global,-10
77,harmful_baseline,26.886185,-1.9175225,pca,global,-10
78,harmful_baseline,-21.157032,-6.7768583,pca,global,-10
79,harmful_baseline,17.104645,2.8721428,pca,global,-10
80,harmful_baseline,21.757782,2.327633,pca,global,-10
81,harmful_baseline,-18.083305,-11.196503,pca,global,-10
82,harmful_baseline,-17.406818,0.6916625,pca,global,-10
83,harmful_baseline,12.00698,3.488846,pca,global,-10
84,harmful_baseline,-19.478619,-7.8966784,pca,global,-10
85,harmful_baseline,27.408802,-4.660076,pca,global,-10
86,harmful_baseline,-20.747965,-7.9388423,pca,global,-10
87,harmful_baseline,26.806652,-5.195681,pca,global,-10
88,harmful_baseline,18.475397,2.088061,pca,global,-10
89,harmful_baseline,-11.768106,-3.0956578,pca,global,-10
90,harmful_baseline,19.452646,4.0741735,pca,global,-10
91,harmful_baseline,27.23703,-4.783555,pca,global,-10
92,harmful_baseline,-20.400312,2.3715646,pca,global,-10
93,harmful_baseline,25.903238,-4.038122,pca,global,-10
94,harmful_baseline,25.642363,-4.240914,pca,global,-10
95,harmful_baseline,-20.626783,3.6141958,pca,global,-10
96,harmful_baseline,27.370716,-4.7575784,pca,global,-10
97,harmful_baseline,-14.236358,-5.2317533,pca,global,-10
98,harmful_baseline,18.89554,-0.7628213,pca,global,-10
99,harmful_baseline,-2.8460848,10.203462,pca,global,-10
100,harmful_baseline,24.376505,-2.8060293,pca,global,-10
101,harmful_baseline,-15.492496,-7.7643867,pca,global,-10
102,harmful_baseline,28.7133,-2.687064,pca,global,-10
103,harmful_baseline,-18.083305,-11.196503,pca,global,-10
104,harmful_baseline,-20.2778,-10.341135,pca,global,-10
105,harmful_baseline,27.560392,-5.101571,pca,global,-10
106,harmful_baseline,18.843565,-0.09950641,pca,global,-10
107,harmful_baseline,-21.280727,4.358354,pca,global,-10
108,harmful_baseline,26.918095,-4.4352727,pca,global,-10
109,harmful_baseline,-15.078402,4.4266753,pca,global,-10
110,harmful_baseline,-22.660482,-8.420191,pca,global,-10
111,harmful_baseline,25.65722,-2.9940603,pca,global,-10
112,harmful_baseline,26.460928,-4.012581,pca,global,-10
113,harmful_baseline,-19.477161,-9.351906,pca,global,-10
114,harmful_baseline,24.64385,-2.433943,pca,global,-10
115,harmful_baseline,-18.275187,-9.256321,pca,global,-10
116,harmful_baseline,-13.13235,-4.016503,pca,global,-10
117,harmful_baseline,19.738731,-0.30392277,pca,global,-10
118,harmful_baseline,28.409594,-4.7890334,pca,global,-10
119,harmful_baseline,-10.32669,-6.2929635,pca,global,-10
120,harmful_baseline,-20.040476,1.5325607,pca,global,-10
121,harmful_baseline,20.40279,-0.89955556,pca,global,-10
122,harmful_baseline,25.77783,-4.5124664,pca,global,-10
123,harmful_baseline,-18.698635,-9.219119,pca,global,-10
124,harmful_baseline,-0.042481046,10.94472,pca,global,-10
125,harmful_baseline,32.36232,-6.3792567,pca,global,-10
126,harmful_baseline,-10.391652,12.812581,pca,global,-10
127,harmful_baseline,-22.490162,-8.902732,pca,global,-10
0,harmless_neg10,29.9122,-3.7213063,pca,global,-10
1,harmless_neg10,-26.08118,-28.230335,pca,global,-10
2,harmless_neg10,0.5779278,20.712063,pca,global,-10
3,harmless_neg10,-19.908775,-15.607954,pca,global,-10
4,harmless_neg10,-19.64191,1.5150285,pca,global,-10
5,harmless_neg10,-2.5801008,22.235977,pca,global,-10
6,harmless_neg10,18.517277,4.109155,pca,global,-10
7,harmless_neg10,-19.596457,-19.78049,pca,global,-10
8,harmless_neg10,-23.199717,-16.123283,pca,global,-10
9,harmless_neg10,25.457706,0.112480484,pca,global,-10
10,harmless_neg10,24.028576,2.333927,pca,global,-10
11,harmless_neg10,-25.924051,-27.183767,pca,global,-10
12,harmless_neg10,-24.113604,-14.383818,pca,global,-10
13,harmless_neg10,24.581131,-2.7971756,pca,global,-10
14,harmless_neg10,-21.473293,1.2159091,pca,global,-10
15,harmless_neg10,27.171457,-0.29814956,pca,global,-10
16,harmless_neg10,17.391024,6.9183707,pca,global,-10
17,harmless_neg10,-21.615791,0.80409414,pca,global,-10
18,harmless_neg10,19.534847,4.20414,pca,global,-10
19,harmless_neg10,-20.968544,0.870275,pca,global,-10
20,harmless_neg10,26.996792,-3.0710695,pca,global,-10
21,harmless_neg10,-19.67882,0.6907574,pca,global,-10
22,harmless_neg10,-20.12013,1.8237668,pca,global,-10
23,harmless_neg10,29.411592,-4.670558,pca,global,-10
24,harmless_neg10,18.448048,3.239746,pca,global,-10
25,harmless_neg10,-23.814672,-16.281479,pca,global,-10
26,harmless_neg10,26.430347,-1.6471952,pca,global,-10
27,harmless_neg10,15.053385,1.2536958,pca,global,-10
28,harmless_neg10,3.6649811,16.772095,pca,global,-10
29,harmless_neg10,-23.50625,-20.77971,pca,global,-10
30,harmless_neg10,24.454918,-0.26219887,pca,global,-10
31,harmless_neg10,-18.879827,-19.003017,pca,global,-10
32,harmless_neg10,30.927256,-4.511682,pca,global,-10
33,harmless_neg10,-18.686523,-18.834528,pca,global,-10
34,harmless_neg10,6.1347675,15.154076,pca,global,-10
35,harmless_neg10,-18.969006,-19.539455,pca,global,-10
36,harmless_neg10,29.27329,1.1965679,pca,global,-10
37,harmless_neg10,-21.063255,2.2363,pca,global,-10
38,harmless_neg10,-4.8318706,26.591105,pca,global,-10
39,harmless_neg10,-17.56496,-14.113403,pca,global,-10
40,harmless_neg10,-19.50038,1.6433933,pca,global,-10
41,harmless_neg10,27.687868,-2.2668202,pca,global,-10
42,harmless_neg10,23.276201,1.6697582,pca,global,-10
43,harmless_neg10,-19.196482,-20.957346,pca,global,-10
44,harmless_neg10,-9.586564,-4.552086,pca,global,-10
45,harmless_neg10,29.317455,-4.3077273,pca,global,-10
46,harmless_neg10,-22.235884,-18.081757,pca,global,-10
47,harmless_neg10,18.343424,5.6033525,pca,global,-10
48,harmless_neg10,-18.942177,-20.399883,pca,global,-10
49,harmless_neg10,20.39825,4.772052,pca,global,-10
50,harmless_neg10,12.484352,3.3179502,pca,global,-10
51,harmless_neg10,29.043339,-3.8532279,pca,global,-10
52,harmless_neg10,22.301643,2.649702,pca,global,-10
53,harmless_neg10,-20.335348,-21.849897,pca,global,-10
54,harmless_neg10,29.121853,-4.113598,pca,global,-10
55,harmless_neg10,-9.042984,-4.3943973,pca,global,-10
56,harmless_neg10,-10.271405,24.476048,pca,global,-10
57,harmless_neg10,-7.439081,6.7251945,pca,global,-10
58,harmless_neg10,-22.663452,-16.392023,pca,global,-10
59,harmless_neg10,19.74944,5.2386484,pca,global,-10
60,harmless_neg10,-6.3645864,24.54655,pca,global,-10
61,harmless_neg10,-18.120684,-16.14819,pca,global,-10
62,harmless_neg10,3.4348733,16.625359,pca,global,-10
63,harmless_neg10,-20.07908,-20.664867,pca,global,-10
64,harmless_neg10,-21.182112,-10.57711,pca,global,-10
65,harmless_neg10,3.470691,21.734833,pca,global,-10
66,harmless_neg10,-18.576674,-18.750296,pca,global,-10
67,harmless_neg10,15.29545,7.633023,pca,global,-10
68,harmless_neg10,27.601105,-3.0750659,pca,global,-10
69,harmless_neg10,-23.348764,-19.871258,pca,global,-10
70,harmless_neg10,30.40081,-5.364758,pca,global,-10
71,harmless_neg10,-24.358664,-20.026558,pca,global,-10
72,harmless_neg10,11.169909,12.2977,pca,global,-10
73,harmless_neg10,-25.657986,-26.888695,pca,global,-10
74,harmless_neg10,-6.10507,27.886816,pca,global,-10
75,harmless_neg10,-24.06201,-30.536863,pca,global,-10
76,harmless_neg10,23.879942,7.023093,pca,global,-10
77,harmless_neg10,-19.548826,-19.596836,pca,global,-10
78,harmless_neg10,27.517443,-2.3530064,pca,global,-10
79,harmless_neg10,28.73257,-3.5819216,pca,global,-10
80,harmless_neg10,29.250633,-3.850868,pca,global,-10
81,harmless_neg10,26.070992,-2.3455584,pca,global,-10
82,harmless_neg10,22.929794,4.7119546,pca,global,-10
83,harmless_neg10,-21.393822,-16.729353,pca,global,-10
84,harmless_neg10,-23.27542,-16.574282,pca,global,-10
85,harmless_neg10,14.173818,16.036346,pca,global,-10
86,harmless_neg10,14.414165,11.1333685,pca,global,-10
87,harmless_neg10,-22.490059,-16.044132,pca,global,-10
88,harmless_neg10,31.112993,-5.357201,pca,global,-10
89,harmless_neg10,31.209349,-5.55081,pca,global,-10
90,harmless_neg10,-20.657497,-15.31039,pca,global,-10
91,harmless_neg10,17.996628,11.751271,pca,global,-10
92,harmless_neg10,22.012924,4.8424315,pca,global,-10
93,harmless_neg10,-21.171616,-9.332292,pca,global,-10
94,harmless_neg10,6.414859,21.01895,pca,global,-10
95,harmless_neg10,-18.871876,-20.797632,pca,global,-10
96,harmless_neg10,-19.096968,2.6179628,pca,global,-10
97,harmless_neg10,16.85671,9.933912,pca,global,-10
98,harmless_neg10,2.941303,25.164186,pca,global,-10
99,harmless_neg10,-21.255953,-14.244558,pca,global,-10
100,harmless_neg10,30.4359,-4.1923666,pca,global,-10
101,harmless_neg10,-22.970144,-16.280846,pca,global,-10
102,harmless_neg10,28.650412,-3.008525,pca,global,-10
103,harmless_neg10,16.886957,0.18825021,pca,global,-10
104,harmless_neg10,-3.7468863,25.517218,pca,global,-10
105,harmless_neg10,-18.49682,-20.740925,pca,global,-10
106,harmless_neg10,-18.917984,-20.862268,pca,global,-10
107,harmless_neg10,-9.601295,28.435764,pca,global,-10
108,harmless_neg10,8.883246,11.19856,pca,global,-10
109,harmless_neg10,-17.633352,-16.46003,pca,global,-10
110,harmless_neg10,19.558441,2.6888838,pca,global,-10
111,harmless_neg10,-24.140913,-29.764063,pca,global,-10
112,harmless_neg10,30.568422,-4.216018,pca,global,-10
113,harmless_neg10,-20.123096,1.6928387,pca,global,-10
114,harmless_neg10,-24.42909,-29.179676,pca,global,-10
115,harmless_neg10,11.596045,9.490691,pca,global,-10
116,harmless_neg10,23.708282,-0.834542,pca,global,-10
117,harmless_neg10,-16.281202,-14.962922,pca,global,-10
118,harmless_neg10,-18.101654,-14.425139,pca,global,-10
119,harmless_neg10,19.38394,2.0687213,pca,global,-10
120,harmless_neg10,-18.792265,-19.482862,pca,global,-10
121,harmless_neg10,25.782967,3.7873724,pca,global,-10
122,harmless_neg10,-20.831467,-20.159315,pca,global,-10
123,harmless_neg10,27.033272,-3.8855379,pca,global,-10
124,harmless_neg10,-17.395784,-13.660797,pca,global,-10
125,harmless_neg10,13.123601,10.482666,pca,global,-10
126,harmless_neg10,28.873814,-3.3902125,pca,global,-10
127,harmless_neg10,29.039402,-4.6622024,pca,global,-10
0,harmful_neg10,-16.70886,-0.30637512,pca,global,-10
1,harmful_neg10,32.07599,-5.750812,pca,global,-10
2,harmful_neg10,-21.355633,-20.71272,pca,global,-10
3,harmful_neg10,31.906267,-4.160792,pca,global,-10
4,harmful_neg10,31.93273,-4.7986393,pca,global,-10
5,harmful_neg10,-3.7437441,-4.7184973,pca,global,-10
6,harmful_neg10,28.381899,-3.6870549,pca,global,-10
7,harmful_neg10,-18.446722,0.9201745,pca,global,-10
8,harmful_neg10,29.73055,-4.9317975,pca,global,-10
9,harmful_neg10,-17.794071,1.088104,pca,global,-10
10,harmful_neg10,31.171436,-5.3066287,pca,global,-10
11,harmful_neg10,-18.575895,-19.89495,pca,global,-10
12,harmful_neg10,-20.920954,-18.285612,pca,global,-10
13,harmful_neg10,30.403849,-5.95847,pca,global,-10
14,harmful_neg10,-25.075394,-28.31434,pca,global,-10
15,harmful_neg10,30.657438,-4.984677,pca,global,-10
16,harmful_neg10,-24.36021,-30.896755,pca,global,-10
17,harmful_neg10,32.27546,-5.7824197,pca,global,-10
18,harmful_neg10,-24.915098,-27.988493,pca,global,-10
19,harmful_neg10,32.54139,-5.4855556,pca,global,-10
20,harmful_neg10,31.970253,-5.842195,pca,global,-10
21,harmful_neg10,12.486292,3.2168276,pca,global,-10
22,harmful_neg10,29.837095,-5.0239744,pca,global,-10
23,harmful_neg10,-22.656912,-19.186531,pca,global,-10
24,harmful_neg10,-19.083189,0.8241786,pca,global,-10
25,harmful_neg10,32.533726,-6.7960153,pca,global,-10
26,harmful_neg10,15.35832,1.0963472,pca,global,-10
27,harmful_neg10,29.03554,-4.9298534,pca,global,-10
28,harmful_neg10,-18.366076,1.0994085,pca,global,-10
29,harmful_neg10,29.984322,-5.115195,pca,global,-10
30,harmful_neg10,30.07224,-4.854451,pca,global,-10
31,harmful_neg10,-20.773193,-20.158346,pca,global,-10
32,harmful_neg10,-24.71962,-28.50438,pca,global,-10
33,harmful_neg10,30.66751,-4.0488973,pca,global,-10
34,harmful_neg10,-6.194314,-4.2973404,pca,global,-10
35,harmful_neg10,31.133041,-6.299571,pca,global,-10
36,harmful_neg10,21.871916,-2.2252023,pca,global,-10
37,harmful_neg10,30.228941,-4.733635,pca,global,-10
38,harmful_neg10,30.31549,-5.219873,pca,global,-10
39,harmful_neg10,-17.315866,-0.010559315,pca,global,-10
40,harmful_neg10,-22.132267,-17.664295,pca,global,-10
41,harmful_neg10,33.05678,-5.120557,pca,global,-10
42,harmful_neg10,30.852684,-5.396557,pca,global,-10
43,harmful_neg10,-22.94372,-21.062824,pca,global,-10
44,harmful_neg10,30.52699,-5.441625,pca,global,-10
45,harmful_neg10,-8.564807,-5.526563,pca,global,-10
46,harmful_neg10,-22.347284,-21.114313,pca,global,-10
47,harmful_neg10,30.86412,-5.550934,pca,global,-10
48,harmful_neg10,31.542158,-4.379977,pca,global,-10
49,harmful_neg10,-16.82503,0.60220903,pca,global,-10
50,harmful_neg10,-20.74252,0.4446985,pca,global,-10
51,harmful_neg10,30.56684,-4.558524,pca,global,-10
52,harmful_neg10,-20.230455,-0.26108792,pca,global,-10
53,harmful_neg10,30.55964,-6.0680566,pca,global,-10
54,harmful_neg10,-17.21577,0.28711048,pca,global,-10
55,harmful_neg10,30.762197,-4.7758174,pca,global,-10
56,harmful_neg10,13.844992,2.2298808,pca,global,-10
57,harmful_neg10,34.01188,-7.0129967,pca,global,-10
58,harmful_neg10,-16.875134,-0.060403317,pca,global,-10
59,harmful_neg10,29.747906,-5.531003,pca,global,-10
60,harmful_neg10,19.207132,-0.6673537,pca,global,-10
61,harmful_neg10,30.312428,-5.990971,pca,global,-10
62,harmful_neg10,30.055065,-5.381997,pca,global,-10
63,harmful_neg10,14.446183,2.1959069,pca,global,-10
64,harmful_neg10,30.517138,-5.2161155,pca,global,-10
65,harmful_neg10,-22.643837,-20.742554,pca,global,-10
66,harmful_neg10,29.503141,-5.331854,pca,global,-10
67,harmful_neg10,-24.049397,-27.315481,pca,global,-10
68,harmful_neg10,32.238106,-4.597656,pca,global,-10
69,harmful_neg10,31.0848,-6.1763606,pca,global,-10
70,harmful_neg10,-20.147425,-19.947634,pca,global,-10
71,harmful_neg10,30.252405,-5.412179,pca,global,-10
72,harmful_neg10,-24.521223,-28.188692,pca,global,-10
73,harmful_neg10,31.489183,-5.034072,pca,global,-10
74,harmful_neg10,28.41119,-4.9745374,pca,global,-10
75,harmful_neg10,30.388548,-4.8812757,pca,global,-10
76,harmful_neg10,30.932903,-5.5330176,pca,global,-10
77,harmful_neg10,32.163467,-5.3431115,pca,global,-10
78,harmful_neg10,-24.312138,-28.960037,pca,global,-10
79,harmful_neg10,28.380869,-3.7576668,pca,global,-10
80,harmful_neg10,32.57245,-5.5739646,pca,global,-10
81,harmful_neg10,-21.764315,-22.212252,pca,global,-10
82,harmful_neg10,-19.560465,0.44758922,pca,global,-10
83,harmful_neg10,30.871712,-5.4084754,pca,global,-10
84,harmful_neg10,-17.714972,-10.389645,pca,global,-10
85,harmful_neg10,31.992418,-5.7574854,pca,global,-10
86,harmful_neg10,-18.222755,-19.488876,pca,global,-10
