model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,jsd_drift,mirroring_verdict,mirroring_length_ratio,mirroring_expected_ratio,mirroring_rate_batch,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_jsd_drift,delta_mirroring_rate
G-7B,10,global,0.25,hotpot_qa,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,First two words of fifth album?,0.9156329035758972,"the fifth studio album of Joseph Edgar Foreman?
model
I do not have access to real-time information, therefore I cannot answer the question of the first two words of the fifth studio album of Joseph Edgar Foreman.","album?
model
The answer is ""The"".

Foreman's fifth album is ""The Last Supper"".",1.9267762106983815,0.8531401753425598,0.84228515625,-59.125,0.2261962890625,,NO,0.36619718309859156,0.25,0.0,0.0,-98.07322378930166,-0.08436697721481323,-0.14685982465744019,-0.15771484375,,-1.0
G-7B,11,global,0.25,hotpot_qa,The Twelfth United States Army Group commander was the first chairman of what?,Who was the first chairman?,0.8857992887496948,"States Army Group commander was the first chairman of what?
model
The answer is the Joint Chiefs of Staff.

The Twelfth United States Army Group commander was the first chairman of the Joint Chiefs of Staff.","Who was the first chairman?
model
George Washington was the first president of the United States of America, not the first chairman.",12.103403275456696,0.8763808012008667,0.83203125,-61.5,0.311767578125,,NO,0.6376811594202898,0.25,0.0,0.0,-87.89659672454334,-0.11420071125030518,-0.1236191987991333,-0.16748046875,,-1.0
G-7B,12,global,0.25,hotpot_qa,Politician Lyman Sherwood was born in what New York county?,Which New York county was Lyman Sherwood born in?,0.9580166935920715,"Politician Lyman Sherwood was born in what New York county?
model
The answer is Oneida County.

Lyman Sherwood was born in Oneida County, New York.","in?
model
I do not have access to private or sensitive information, therefore I cannot answer the question of which New York county Lyman Sherwood was born in.",17.950199148531414,0.8746066093444824,0.87939453125,-5.625,0.1650390625,,NO,1.0816326530612246,0.25,0.0,0.0,-82.04980085146863,-0.04198330640792847,-0.1253933310508728,-0.12060546875,,-1.0
G-7B,13,global,0.25,hotpot_qa,Robert Earl Holding owned an oil company that was originally founded by who?,Who founded Robert Holding's oil company?,0.9298571348190308,"owned an oil company that was originally founded by who?
model
The answer is: John D. Rockefeller.

Robert Earl Holding owned an oil company that was originally founded by John D. Rockefeller.","oil company?
model
The text does not specify the oil company of Robert Holding, therefore I cannot answer this question.",5.254364376902145,0.8628700375556946,0.8837890625,-76.0625,0.1318359375,,NO,0.625,0.25,0.0,0.0,-94.7456356230979,-0.07014286518096924,-0.13712996244430542,-0.11572265625,,-1.0
G-7B,14,global,0.25,hotpot_qa,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?",Who is the lead singer?,0.8726755976676941,"model
The answer is Kurt Cobain.

The song ""On the Radio"" by Talking Heads, contains a chorus that references the song ""November Rain"" by Nirvana. Kurt Cobain is the lead singer of Nirvana.","Who is the lead singer?
model
I do not have any information about the lead singer, therefore I cannot answer this question.",6.089400376340562,0.8561268448829651,0.88818359375,-123.375,0.371337890625,,NO,0.6507936507936508,0.25,0.0,0.0,-93.91059962365948,-0.12732452154159546,-0.1438731551170349,-0.11181640625,,-1.0
G-7B,15,global,0.25,hotpot_qa,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat?",Which crash was first?,0.8515847325325012,"at?
model
I do not have access to real-time information, therefore I cannot answer the question of which occurred first, the Charhki Dadri crash or the Tenerife airport disaster.","user
Which crash was first?
model
I do not have access to real-time information, therefore I cannot answer the question of which crash was first.",57.234072380786486,0.9147160053253174,0.9892578125,-107.875,0.348876953125,,NO,0.7865168539325843,0.25,0.0,0.0,-42.76592761921356,-0.14841526746749878,-0.08528399467468262,-0.0107421875,,-1.0
G-7B,0,global,0.5,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,What was Oliver Reed's character's nationality in Royal Flash?,0.9610095620155334,"Oliver Reed's character in the film Royal Flash?
model
Oliver Reed's character in Royal Flash was not a specific nationality. He played the role of the villainous character of Flash, a character not tied to a particular nationality.","character's nationality?
model
Oliver Reed's character's nationality was not explicitly stated in the text provided, therefore I cannot answer this question.",6.957115072531099,0.8811870813369751,0.9951171875,-7.625,0.0947265625,,NO,0.6767241379310345,0.5,0.25,0.0,-93.04288492746895,-0.03899043798446655,-0.1188129186630249,-0.005859375,,-1.0
G-7B,1,global,0.5,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Which German composer’s Der Lindberghflug did Pacific Mozart Ensemble perform in 2002?,0.9646725654602051,"2002?
model
The answer is Richard Strauss.

The Pacific Mozart Ensemble performed Richard Strauss's Der Lindberghflug in 2002.","The answer is Hans Werner Henze.

In 2002, the Pacific Mozart Ensemble performed Der Lindberghflug by Hans Werner Henze.",18.72867462785877,0.9408206939697266,0.984375,6.0625,0.059326171875,,NO,0.9523809523809523,0.5,0.25,0.0,-81.27132537214128,-0.035327374935150146,-0.05917918682098389,-0.01513671875,,-1.0
G-7B,2,global,0.5,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","Who first released ""With or Without You,"" Jai McDowall or U2?",0.9797266125679016,"all or U2?
model
The song ""With or Without You"" was released by U2 in 1991, not Jai McDowall.","model
U2 released ""With or Without You"" in 1991, not Jai McDowall.",43.052205631427555,0.9257156848907471,0.9990234375,0.3125,0.0050048828125,,NO,0.7096774193548387,0.5,0.25,0.0,-56.94779436857249,-0.02027338743209839,-0.07428425550460815,-0.00048828125,,-1.0
G-7B,3,global,0.5,hotpot_qa,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","Which Kentucky county has 60,316 residents and Lake Louisvilla?",0.9548267126083374,"villa neighborhood?
model
The answer is Jefferson County.

Lake Louisvilla is a neighborhood in Jefferson County, Kentucky.","model
The answer is Bullitt County.

Lake Louisvilla is located in Bullitt County, Kentucky.",40.45177008135039,0.9231335520744324,0.97998046875,-12.125,0.3154296875,,NO,0.7479674796747967,0.5,0.25,0.0,-59.54822991864965,-0.04517322778701782,-0.07686644792556763,-0.01953125,,-1.0
G-7B,4,global,0.5,hotpot_qa,"Para Hills West, South Australia lies within a city with what estimated population?",What is Para Hills West's population estimate?,0.9060261249542236,"Australia lies within a city with what estimated population?
model
Para Hills West, South Australia, is located in the city of Adelaide. As of 2023, the population of Adelaide is around 1,600,000 people.","population of Para Hills West?
model
As of 2023, the estimated population of Para Hills West is around 12,000 people.",14.853924632449193,0.9045406579971313,0.7353515625,-63.0625,0.37158203125,,YES,0.5763546798029556,0.5,0.25,1.0,-85.14607536755085,-0.09397387504577637,-0.0954592227935791,-0.263671875,,0.0
G-7B,5,global,0.5,hotpot_qa,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?","When was the narrator of ""Blackadder's Christmas Carol"" born?",0.9795796871185303,"adder's Christmas Carol"" born?
model
The narrator of ""A Christmas Carol"" is Ebenezer Scrooge, not the narrator of ""Blackadder's Christmas Carol.""","?
model
The narrator of ""A Christmas Carol"" is Ebenezer Scrooge, not the narrator of ""Blackadder's Christmas Carol.""",81.19363461506354,0.9548269510269165,0.9970703125,-4.8125,-0.0062255859375,,NO,0.8,0.5,0.25,0.0,-18.8063653849365,-0.020420312881469727,-0.045173048973083496,-0.001953125,,-1.0
G-7B,6,global,0.5,hotpot_qa,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?",When did Thomas Fitch defend John Henry Holliday in the O.K. Corral gunfight?,0.9391237497329712,"This text does not specify the date of the event, therefore I cannot answer the question.","model
Thomas Fitch did not defend John Henry Holliday in the O.K. Corral gunfight.",2.8265205879007453,0.8589062690734863,0.98828125,-17.494140625,0.168212890625,,NO,0.9213483146067416,0.5,0.25,0.0,-97.1734794120993,-0.06087625026702881,-0.14109373092651367,-0.0126953125,,-1.0
G-7B,7,global,0.5,hotpot_qa,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,Which 2016 Punjabi film directed by Smeep Kang starred the actor Gutthi?,0.9267760515213013,"The answer is Phillauri.

The actor who played Gutthi on Comedy Nights with Kapil Show also starred in the 2016 Punjabi film Phillauri.","model
The answer is ""Udta Punjab.""

The 2016 Punjabi film Udta Punjab was directed by Smeep Kang and starred Gutthi.",10.993153758677352,0.8931272625923157,0.87744140625,-65.0,0.203857421875,,NO,0.8592592592592593,0.5,0.25,0.0,-89.00684624132269,-0.07322394847869873,-0.10687261819839478,-0.12353515625,,-1.0
G-7B,8,global,0.5,hotpot_qa,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",Which brother of Eddie Murphy starred in Twisted Fortune directed by Victor Varnada?,0.9515202641487122,"Fortune, which starred which brother of Eddie Murphy?
model
The answer is Eddie Murphy's brother, Charlie Murphy.

Twisted Fortune was directed by Victor Varnada and starred Charlie Murphy.","?
model
The answer is Charlie Murphy.

Twisted Fortune was directed by Victor Varnada and starred Eddie Murphy and Charlie Murphy.",47.38384915771045,0.9352992177009583,0.9150390625,-11.625,0.23974609375,,NO,0.6878306878306878,0.5,0.25,0.0,-52.61615084228959,-0.04847973585128784,-0.06470072269439697,-0.0849609375,,-1.0
G-7B,9,global,0.5,hotpot_qa,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",Who was the Industrial Chaplain to the Bishop of Lincoln after his curacy in Scunthorpe?,0.950927734375,"model
The answer is: Thomas Cranmer.

Thomas Cranmer was Industrial Chaplain to the Bishop of Lincoln. He was born in the village of North Somerton, Lincolnshire, England.","The text does not provide information about the Industrial Chaplain to the Bishop of Lincoln after his curacy in a Scunthorpe suburb, therefore I cannot answer this question.",19.968315934296964,0.8640443682670593,0.8544921875,-46.8125,0.126708984375,,NO,1.0175438596491229,0.5,0.25,0.0,-80.03168406570308,-0.049072265625,-0.1359555721282959,-0.1455078125,,-1.0
G-7B,10,global,0.5,hotpot_qa,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,What are the first two words of Joseph Edgar Foreman's fifth album?,0.976649820804596,"the fifth studio album of Joseph Edgar Foreman?
model
I do not have access to real-time information, therefore I cannot answer the question of the first two words of the fifth studio album of Joseph Edgar Foreman.","?
model
The answer is ""The"".

The first two words of Joseph Edgar Foreman's fifth album are ""The"".",8.75867718180827,0.8785666823387146,0.9658203125,-12.6875,0.0523681640625,,YES,0.460093896713615,0.5,0.25,1.0,-91.24132281819178,-0.023350059986114502,-0.1214333176612854,-0.0341796875,,0.0
G-7B,11,global,0.5,hotpot_qa,The Twelfth United States Army Group commander was the first chairman of what?,Who was the first chairman of what?,0.9030221700668335,"States Army Group commander was the first chairman of what?
model
The answer is the Joint Chiefs of Staff.

The Twelfth United States Army Group commander was the first chairman of the Joint Chiefs of Staff.","Who was the first chairman of what?
model
The answer is the United States Federal Reserve. The first chairman of the Federal Reserve was Alexander Hamilton.",36.957362870790384,0.8997068405151367,0.92333984375,-61.5,0.2802734375,,NO,0.7536231884057971,0.5,0.25,0.0,-63.04263712920966,-0.0969778299331665,-0.10029315948486328,-0.076171875,,-1.0
G-7B,12,global,0.5,hotpot_qa,Politician Lyman Sherwood was born in what New York county?,Which New York county was Lyman Sherwood born in?,0.9580165147781372,"Politician Lyman Sherwood was born in what New York county?
model
The answer is Oneida County.

Lyman Sherwood was born in Oneida County, New York.","county was Lyman Sherwood born?
model
Lyman Sherwood was born in Dutchess County, New York. According to historical records, he was born in the town of Fishkill in Dutchess County.",27.588629375637943,0.9004495739936829,0.87939453125,-5.625,0.1650390625,,NO,1.2244897959183674,0.5,0.25,0.0,-72.41137062436209,-0.04198348522186279,-0.09955036640167236,-0.12060546875,,-1.0
G-7B,13,global,0.5,hotpot_qa,Robert Earl Holding owned an oil company that was originally founded by who?,Who originally founded Robert Earl Holding's oil company?,0.9397292733192444,"owned an oil company that was originally founded by who?
model
The answer is: John D. Rockefeller.

Robert Earl Holding owned an oil company that was originally founded by John D. Rockefeller.","'s oil company?
model
The text does not specify the oil company or its founder, therefore I cannot answer this question.",5.114867821849694,0.8633708357810974,0.826171875,-48.1875,0.1884765625,,YES,0.625,0.5,0.25,1.0,-94.88513217815034,-0.060270726680755615,-0.1366291642189026,-0.17333984375,,0.0
G-7B,14,global,0.5,hotpot_qa,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?","Who is the lead singer of the band in ""November Rain""?",0.903995931148529,"model
The answer is Kurt Cobain.

The song ""On the Radio"" by Talking Heads, contains a chorus that references the song ""November Rain"" by Nirvana. Kurt Cobain is the lead singer of Nirvana.","November Rain""?
model
The answer is Eddie Vedder.

November Rain is a band led by Eddie Vedder.",7.25914522458553,0.8770558834075928,0.95654296875,-84.6875,0.239990234375,,YES,0.5026455026455027,0.5,0.25,1.0,-92.74085477541452,-0.0960041880607605,-0.12294411659240723,-0.04345703125,,0.0
G-7B,15,global,0.5,hotpot_qa,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat?","Which occurred first, Charhki Dadri or Tenerife?",0.8944490551948547,"at?
model
I do not have access to real-time information, therefore I cannot answer the question of which occurred first, the Charhki Dadri crash or the Tenerife airport disaster.","ri or Tenerife?
model
Charhki Dadri is a village in India, while Tenerife is an island in the Canary Islands. Therefore, Charhki Dadri occurred much earlier than Tenerife.",4.090688941829,0.8666024804115295,0.82080078125,-47.75,0.013671875,,NO,0.9606741573033708,0.5,0.25,0.0,-95.90931105817104,-0.10555094480514526,-0.13339751958847046,-0.17919921875,,-1.0
G-7B,0,global,1.0,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,What nationality was Oliver Reed's character in the film Royal Flash?,1.0,"Oliver Reed's character in the film Royal Flash?
model
Oliver Reed's character in Royal Flash was not a specific nationality. He played the role of the villainous character of Flash, a character not tied to a particular nationality.","Oliver Reed's character in the film Royal Flash?
model
Oliver Reed's character in Royal Flash was not a specific nationality. He played the role of the villainous character of Flash, a character not tied to a particular nationality.",100.00000000000004,1.0,1.0009765625,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,1,global,1.0,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,0.9999999403953552,"2002?
model
The answer is Richard Strauss.

The Pacific Mozart Ensemble performed Richard Strauss's Der Lindberghflug in 2002.","2002?
model
The answer is Richard Strauss.

The Pacific Mozart Ensemble performed Richard Strauss's Der Lindberghflug in 2002.",100.00000000000004,0.9999998807907104,0.99951171875,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,2,global,1.0,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","Who released the song ""With or Without You"" first, Jai McDowall or U2?",1.0,"all or U2?
model
The song ""With or Without You"" was released by U2 in 1991, not Jai McDowall.","all or U2?
model
The song ""With or Without You"" was released by U2 in 1991, not Jai McDowall.",100.00000000000004,0.9999999403953552,0.99951171875,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,3,global,1.0,hotpot_qa,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",0.9999999403953552,"villa neighborhood?
model
The answer is Jefferson County.

Lake Louisvilla is a neighborhood in Jefferson County, Kentucky.","villa neighborhood?
model
The answer is Jefferson County.

Lake Louisvilla is a neighborhood in Jefferson County, Kentucky.",100.00000000000004,1.0,0.99951171875,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,4,global,1.0,hotpot_qa,"Para Hills West, South Australia lies within a city with what estimated population?","Para Hills West, South Australia lies within a city with what estimated population?",1.0,"Australia lies within a city with what estimated population?
model
Para Hills West, South Australia, is located in the city of Adelaide. As of 2023, the population of Adelaide is around 1,600,000 people.","Australia lies within a city with what estimated population?
model
Para Hills West, South Australia, is located in the city of Adelaide. As of 2023, the population of Adelaide is around 1,600,000 people.",100.00000000000004,0.9999998807907104,0.9990234375,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,5,global,1.0,hotpot_qa,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?","In what year was the narrator of ""Blackadder's Christmas Carol"" born?",1.0,"adder's Christmas Carol"" born?
model
The narrator of ""A Christmas Carol"" is Ebenezer Scrooge, not the narrator of ""Blackadder's Christmas Carol.""","adder's Christmas Carol"" born?
model
The narrator of ""A Christmas Carol"" is Ebenezer Scrooge, not the narrator of ""Blackadder's Christmas Carol.""",100.00000000000004,1.0,0.9990234375,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,6,global,1.0,hotpot_qa,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?",1.0,"This text does not specify the date of the event, therefore I cannot answer the question.","This text does not specify the date of the event, therefore I cannot answer the question.",100.00000000000004,1.0,1.0009765625,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,7,global,1.0,hotpot_qa,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,1.0,"The answer is Phillauri.

The actor who played Gutthi on Comedy Nights with Kapil Show also starred in the 2016 Punjabi film Phillauri.","The answer is Phillauri.

The actor who played Gutthi on Comedy Nights with Kapil Show also starred in the 2016 Punjabi film Phillauri.",100.00000000000004,0.9999998807907104,1.0009765625,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,8,global,1.0,hotpot_qa,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?","Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",1.0,"Fortune, which starred which brother of Eddie Murphy?
model
The answer is Eddie Murphy's brother, Charlie Murphy.

Twisted Fortune was directed by Victor Varnada and starred Charlie Murphy.","Fortune, which starred which brother of Eddie Murphy?
model
The answer is Eddie Murphy's brother, Charlie Murphy.

Twisted Fortune was directed by Victor Varnada and starred Charlie Murphy.",100.00000000000004,0.9999999403953552,1.0,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,9,global,1.0,hotpot_qa,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?","After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",1.0,"model
The answer is: Thomas Cranmer.

Thomas Cranmer was Industrial Chaplain to the Bishop of Lincoln. He was born in the village of North Somerton, Lincolnshire, England.","model
The answer is: Thomas Cranmer.

Thomas Cranmer was Industrial Chaplain to the Bishop of Lincoln. He was born in the village of North Somerton, Lincolnshire, England.",100.00000000000004,0.9999999403953552,1.0,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,10,global,1.0,hotpot_qa,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,0.9999998807907104,"the fifth studio album of Joseph Edgar Foreman?
model
I do not have access to real-time information, therefore I cannot answer the question of the first two words of the fifth studio album of Joseph Edgar Foreman.","the fifth studio album of Joseph Edgar Foreman?
model
I do not have access to real-time information, therefore I cannot answer the question of the first two words of the fifth studio album of Joseph Edgar Foreman.",100.00000000000004,1.0,1.0,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,11,global,1.0,hotpot_qa,The Twelfth United States Army Group commander was the first chairman of what?,The Twelfth United States Army Group commander was the first chairman of what?,1.0,"States Army Group commander was the first chairman of what?
model
The answer is the Joint Chiefs of Staff.

The Twelfth United States Army Group commander was the first chairman of the Joint Chiefs of Staff.","States Army Group commander was the first chairman of what?
model
The answer is the Joint Chiefs of Staff.

The Twelfth United States Army Group commander was the first chairman of the Joint Chiefs of Staff.",100.00000000000004,1.0,0.99951171875,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
G-7B,12,global,1.0,hotpot_qa,Politician Lyman Sherwood was born in what New York county?,Politician Lyman Sherwood was born in what New York county?,1.0,"Politician Lyman Sherwood was born in what New York county?
model
The answer is Oneida County.

Lyman Sherwood was born in Oneida County, New York.","Politician Lyman Sherwood was born in what New York county?
model
The answer is Oneida County.

Lyman Sherwood was born in Oneida County, New York.",100.00000000000004,0.9999999403953552,1.0,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
