model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,jsd_drift,mirroring_verdict,mirroring_length_ratio,mirroring_expected_ratio,mirroring_rate_batch,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_jsd_drift,delta_mirroring_rate
L3.2-3B,10,global,0.25,simpleqa_verified,How many symphonies did the Estonian composer Els Aarne write?,How many symphonies did Els Aarne compose?,0.9659653306007385,"ies did the Estonian composer Els Aarne write?assistant

I couldn't find any information on an Estonian composer named Els Aarne.","I couldn't find any information on a composer named Els Aarne. It's possible that Els Aarne is not a well-known or prominent composer, or there may be limited information available about them. Can you provide more context or details about Els Aarne?",19.134492872562124,0.8917084336280823,0.97412109375,14.8125,0.2744140625,,NO,2.110169491525424,0.25,0.0625,0.0,-80.86550712743792,-0.034034669399261475,-0.10829156637191772,-0.02587890625,,-1.0
L3.2-3B,11,global,0.25,simpleqa_verified,"What was the first and last name of the person who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota, United States?",Who designed the Emil J. Oberhoffer House?,0.9174100756645203,"assistant

I am unable to verify the first and last name of the person who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota.","assistant

I couldn't find any information on the Emil J. Oberhoffer House. Could you provide more context or details about this house?",15.316169411162905,0.8941145539283752,0.88232421875,42.046875,0.4833984375,,NO,0.9185185185185185,0.25,0.0625,0.0,-84.68383058883714,-0.08258992433547974,-0.10588544607162476,-0.11767578125,,-1.0
L3.2-3B,12,global,0.25,simpleqa_verified,Which two architects built the Pizzurno Palace?,Which architects built Pizzurno Palace?,0.9788421392440796,"2026

user

Which two architects built the Pizzurno Palace?assistant

I couldn't find any information on a ""Pizzurno Palace."" It's possible that it's a lesser-known or fictional building, or it may be a misspelling or incorrect name. Can you provide more context or clarify the correct name of the palace you are referring to?","?assistant

I couldn't find any information on a well-known building called ""Pizzurno Palace."" It's possible that it's a lesser-known or private building, or it may be a misspelling or incorrect name.

However, I did find information on the Pizzorno Palace, which is a palace located in Rome, Italy. The Pizzorno Palace was built in the 17th century and is attributed to the architect Giovanni Battista Piranesi.",39.335958567036236,0.906522810459137,0.94921875,8.25,0.140625,,NO,1.293548387096774,0.25,0.0625,0.0,-60.664041432963806,-0.02115774154663086,-0.09347712993621826,-0.05078125,,-1.0
L3.2-3B,13,global,0.25,simpleqa_verified,In what year did Leo Tolstoy come to Ilya Repin's studio to introduce himself?,When did Tolstoy visit Repin?,0.9120503067970276,"Ilya Repin's studio to introduce himself?assistant

I am unable to verify when Leo Tolstoy came to Ilya Repin's studio to introduce himself.","?assistant

I couldn't find any information about Tolstoy visiting Repin.",4.8478893881648295,0.8891525864601135,0.7978515625,39.21875,0.4609375,,NO,0.4806201550387597,0.25,0.0625,0.0,-95.15211061183521,-0.08794957399368286,-0.11084741353988647,-0.203125,,-1.0
L3.2-3B,14,global,0.25,simpleqa_verified,"What was the population of Spring Rock Township, Clinton County, Iowa, at the time of the 2000 Census?",Spring Rock Township's 2000 Census population?,0.8857325315475464,"the 2000 Census?assistant

I cannot verify the population of Spring Rock Township, Clinton County, Iowa, at the time of the 2000 Census.","assistant

I'm not able to find information on a Spring Rock Township in the 2000 US Census. Could you provide more context or details about the location of Spring Rock Township?",10.287538051780192,0.8817535638809204,0.87646484375,24.0,0.53125,,NO,1.336,0.25,0.0625,0.0,-89.71246194821985,-0.11426746845245361,-0.11824631690979004,-0.12353515625,,-1.0
L3.2-3B,15,global,0.25,simpleqa_verified,"In what city in England was James Brain, an English football manager and player born in 1900, born?",Which English city was James Brain born in?,0.912324845790863,"in 1900, born?assistant

I am unable to verify where James Brain was born.","?assistant

I couldn't find any information on a notable English person named James Brain. Could you provide more context or details about James Brain? This will help me provide a more accurate answer.",4.881438597643135,0.857850193977356,0.9453125,4.875,0.1015625,,NO,3.015873015873016,0.25,0.0625,0.0,-95.1185614023569,-0.08767509460449219,-0.14214980602264404,-0.0546875,,-1.0
L3.2-3B,0,global,0.5,simpleqa_verified,"How much (in USD) was Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991?",What was the auction price in USD for Frida's self-portrait in May 1991?,0.9311032295227051,"I am unable to verify the price at which Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991.",I am unable to verify the price of Frida Kahlo's self-portrait in May 1991.,18.466533514817346,0.9282839894294739,0.9306640625,46.60546875,0.704833984375,,YES,0.528169014084507,0.5,0.4375,1.0,-81.5334664851827,-0.06889665126800537,-0.07171601057052612,-0.0693359375,,0.0
L3.2-3B,1,global,0.5,simpleqa_verified,"During whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?","Whose papacy saw Bernini's ""Ecstasy of Saint Teresa""?",0.9439001083374023,"Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?assistant

The ""Ecstasy of Saint Teresa"" was created by Gian Lorenzo Bernini during the papacy of Pope Urban VIII.","assistant

The papacy that saw Bernini's ""Ecstasy of Saint Teresa"" was that of Pope Alexander VII.",18.508048158144625,0.9056322574615479,0.89501953125,5.875,0.302734375,,YES,0.5576923076923077,0.5,0.4375,1.0,-81.49195184185541,-0.056099891662597656,-0.09436768293380737,-0.10595703125,,0.0
L3.2-3B,2,global,0.5,simpleqa_verified,What was the name of the venue where the 1992 Scandinavian Masters golf tournament happened?,What was the venue for the 1992 Scandinavian Masters?,0.9511138200759888,"venue where the 1992 Scandinavian Masters golf tournament happened?assistant

I'm not aware of any information about a 1992 Scandinavian Masters golf tournament.","Scandinavian Masters?assistant

I cannot verify the venue for the 1992 Scandinavian Masters.",12.06797417486825,0.9035783410072327,0.9638671875,18.125,0.01513671875,,YES,0.54,0.5,0.4375,1.0,-87.93202582513179,-0.04888617992401123,-0.09642159938812256,-0.0361328125,,0.0
L3.2-3B,3,global,0.5,simpleqa_verified,What is the boiling point of the element cerium in Fahrenheit?,What is cerium's boiling point in Fahrenheit?,0.9598231315612793,"user

What is the boiling point of the element cerium in Fahrenheit?assistant

The boiling point of cerium is 3382°C. To convert this to Fahrenheit, we can use the following formula:

°F = (°C × 9/5) + 32

Plugging in the value for cerium's boiling point in Celsius, we get:

°F = (3382 × 9/5) + 32
= 6125.6 + 32
= 6157.6°F

So, the boiling point of cerium is approximately","boiling point in Fahrenheit?assistant

The boiling point of cerium is 3382°C. To convert this to Fahrenheit, we can use the following formula:

°F = (°C × 9/5) + 32

Plugging in the value for cerium's boiling point in Celsius:

°F = (3382 × 9/5) + 32
°F = 6141.6 + 32
°F = 6173.6

So, the boiling point of cerium is approximately 617",75.81376877843415,0.9682828783988953,0.95361328125,5.75,0.03662109375,,NO,0.9044943820224719,0.5,0.4375,0.0,-24.18623122156589,-0.0401768684387207,-0.031716883182525635,-0.0458984375,,-1.0
L3.2-3B,4,global,0.5,simpleqa_verified,What was the title of chemist Mary Letitia Caldwell's Ph.D. thesis?,What was Mary Letitia Caldwell's thesis title?,0.9652639627456665,"of chemist Mary Letitia Caldwell's Ph.D. thesis?assistant

I am unable to verify the title of Mary Letitia Caldwell's Ph.D.","Caldwell's thesis title?assistant

I couldn't find any information on a person named Mary Letitia Caldwell. Could you provide more context or details about who Mary Letitia Caldwell is or what field she is associated with? This will help me provide a more accurate answer.",4.6610048911630075,0.8810546398162842,0.91796875,21.9375,0.4560546875,,NO,2.330357142857143,0.5,0.4375,0.0,-95.33899510883704,-0.034736037254333496,-0.11894536018371582,-0.08203125,,-1.0
L3.2-3B,5,global,0.5,simpleqa_verified,"For how many scudi did the Florentine authorities buy the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823?","How many scudi did Florence pay for the ""Pitti Tondo"" in 1823?",0.9282833933830261,"assistant

I am unable to verify how many scudi the Florentine authorities bought the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823.","I am unable to verify how much Florence paid for the ""Pitti Tondo"" in 1823.",34.5058111627145,0.931663990020752,0.89453125,57.609375,0.983642578125,,YES,0.5905511811023622,0.5,0.4375,1.0,-65.49418883728555,-0.07171648740768433,-0.06833595037460327,-0.1064453125,,0.0
L3.2-3B,6,global,0.5,simpleqa_verified,What team came second in Group C in the 2018–19 UEFA Champions League?,Which team was second in Group C?,0.9229997992515564,"C in the 2018–19 UEFA Champions League?assistant

In the 2018-19 UEFA Champions League, Group C, the teams were:

1. Liverpool
2. Napoli
3. Paris Saint-Germain
4. Red Star Belgrade

Napoli came second in Group C.","team was second in Group C?assistant

I don't have information about a specific tournament or competition you're referring to. Could you please provide more context or details about the event you're asking about?",6.08352517972489,0.822890043258667,0.369873046875,27.125,0.1796875,,NO,1.0,0.5,0.4375,0.0,-93.91647482027516,-0.07700008153915405,-0.17710989713668823,-0.630126953125,,-1.0
L3.2-3B,7,global,0.5,simpleqa_verified,At which university did the mathematician William Prager study civil engineering and receive his diploma in 1925?,Which university did William Prager study civil engineering?,0.9461972117424011,"receive his diploma in 1925?assistant

I am unable to verify where William Prager studied civil engineering and received his diploma in 1925.","ager study civil engineering?assistant

I couldn't find any information on a person named William Prager studying civil engineering. Could you provide more context or details about William Prager? This will help me provide a more accurate answer.",4.940154817285432,0.8821860551834106,0.93115234375,28.78125,0.6435546875,,NO,1.8076923076923077,0.5,0.4375,0.0,-95.05984518271461,-0.05380290746688843,-0.11781394481658936,-0.06982421875,,-1.0
L3.2-3B,8,global,0.5,simpleqa_verified,"Which streamer won the ""Best Variety Streamer"" award at The Streamer Awards in 2022?","Who won the ""Best Variety Streamer"" award in 2022?",0.9588459730148315,"Streamer Awards in 2022?assistant

I'm not able to verify who won the ""Best Variety Streamer"" award at The Streamer Awards in 2022.","assistant

I'm not able to provide information on the specific ""Best Variety Streamer"" award winner for 2022. My training data may not have included this information or it may not be up to date. If you're looking for information on award winners, I can try to provide general information or point you in the direction of a reliable source.",13.407056310753056,0.8761416077613831,0.93310546875,-0.4375,0.31103515625,,NO,2.7333333333333334,0.5,0.4375,0.0,-86.592943689247,-0.04115414619445801,-0.1238585114479065,-0.06640625,,-1.0
L3.2-3B,9,global,0.5,simpleqa_verified,What is the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821?,Who first named the sharpbill *Oxyrhuncus cristatus* in 1821?,0.936747670173645,I am unable to verify the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821.,I am unable to verify who first named the sharpbill *Oxyrhuncus cristatus*.,23.53947961507678,0.9395282864570618,0.8720703125,27.341796875,0.453125,,YES,0.5434782608695652,0.5,0.4375,1.0,-76.46052038492326,-0.06325232982635498,-0.06047165393829346,-0.12744140625,,0.0
L3.2-3B,10,global,0.5,simpleqa_verified,How many symphonies did the Estonian composer Els Aarne write?,How many symphonies did Els Aarne compose?,0.9659653306007385,"ies did the Estonian composer Els Aarne write?assistant

I couldn't find any information on an Estonian composer named Els Aarne.","compose?assistant

I couldn't find any information on a composer named Els Aarne. It's possible that Els Aarne is not a well-known or prominent composer, or there may be limited information available about them. Can you provide more context or details about Els Aarne?",22.08448075992719,0.9018783569335938,0.97412109375,14.8125,0.2744140625,,NO,2.1779661016949152,0.5,0.4375,0.0,-77.91551924007285,-0.034034669399261475,-0.09812164306640625,-0.02587890625,,-1.0
L3.2-3B,11,global,0.5,simpleqa_verified,"What was the first and last name of the person who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota, United States?","Who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota?",0.9504661560058594,"assistant

I am unable to verify the first and last name of the person who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota.","assistant

I cannot verify who designed the historic Emil J. Oberhoffer House in Lakeville, Minnesota.",46.401267384179974,0.9663659334182739,0.94677734375,18.796875,0.10400390625,,NO,0.674074074074074,0.5,0.4375,0.0,-53.59873261582007,-0.049533843994140625,-0.033634066581726074,-0.05322265625,,-1.0
L3.2-3B,12,global,0.5,simpleqa_verified,Which two architects built the Pizzurno Palace?,Which architects designed Pizzurno Palace?,0.9736533164978027,"2026

user

Which two architects built the Pizzurno Palace?assistant

I couldn't find any information on a ""Pizzurno Palace."" It's possible that it's a lesser-known or fictional building, or it may be a misspelling or incorrect name. Can you provide more context or clarify the correct name of the palace you are referring to?","Pizzurno Palace?assistant

I couldn't find any information on a well-known building called ""Pizzurno Palace."" It's possible that it's a lesser-known or private building, or it may be a misspelling or incorrect name.

However, I did find information on the Pizzorno Palace, which is a palace located in Rome, Italy. The Pizzorno Palace was built in the 17th century and is attributed to the architect Giovanni Battista Piranesi.",40.69769309143185,0.9077788591384888,0.95458984375,14.875,0.15478515625,,NO,1.3419354838709678,0.5,0.4375,0.0,-59.30230690856819,-0.026346564292907715,-0.09222108125686646,-0.04541015625,,-1.0
L3.2-3B,13,global,0.5,simpleqa_verified,In what year did Leo Tolstoy come to Ilya Repin's studio to introduce himself?,What year did Tolstoy visit Repin's studio?,0.9486960172653198,"Ilya Repin's studio to introduce himself?assistant

I am unable to verify when Leo Tolstoy came to Ilya Repin's studio to introduce himself.","'s studio?assistant

I am unable to verify when Tolstoy visited Repin's studio.",28.52154324424853,0.9336535930633545,0.89453125,35.65625,0.3818359375,,YES,0.5271317829457365,0.5,0.4375,1.0,-71.47845675575151,-0.051303863525390625,-0.06634640693664551,-0.1064453125,,0.0
L3.2-3B,14,global,0.5,simpleqa_verified,"What was the population of Spring Rock Township, Clinton County, Iowa, at the time of the 2000 Census?",What was Spring Rock Township's population in the 2000 Census?,0.9391669631004333,"the 2000 Census?assistant

I cannot verify the population of Spring Rock Township, Clinton County, Iowa, at the time of the 2000 Census.","?assistant

I cannot verify the population of Spring Rock Township from the 2000 census.",33.52909145870692,0.9422525763511658,0.923828125,21.5625,0.431640625,,YES,0.616,0.5,0.4375,1.0,-66.47090854129311,-0.06083303689956665,-0.05774730443954468,-0.076171875,,0.0
L3.2-3B,15,global,0.5,simpleqa_verified,"In what city in England was James Brain, an English football manager and player born in 1900, born?",In which English city was football manager James Brain born?,0.9412714242935181,"in 1900, born?assistant

I am unable to verify where James Brain was born.","James Brain born?assistant

I couldn't find any information on a well-known English football manager named James Brain. Could you provide more context or details about James Brain? This would help me provide a more accurate answer.",6.928257073358141,0.8809916973114014,0.9560546875,4.1875,0.17578125,,NO,3.492063492063492,0.5,0.4375,0.0,-93.0717429266419,-0.05872851610183716,-0.11900830268859863,-0.0439453125,,-1.0
L3.2-3B,0,global,1.0,simpleqa_verified,"How much (in USD) was Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991?","How much (in USD) was Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991?",0.9999998807907104,"I am unable to verify the price at which Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991.","I am unable to verify the price at which Frida's self-portrait with loose hair sold for in an auction by Christie's, New York, in May of 1991.",100.00000000000004,1.0,1.0,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,1,global,1.0,simpleqa_verified,"During whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?","During whose papacy did Gian Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?",1.0,"Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?assistant

The ""Ecstasy of Saint Teresa"" was created by Gian Lorenzo Bernini during the papacy of Pope Urban VIII.","Lorenzo Bernini create the ""Ecstasy of Saint Teresa""?assistant

The ""Ecstasy of Saint Teresa"" was created by Gian Lorenzo Bernini during the papacy of Pope Urban VIII.",100.00000000000004,0.9999999403953552,1.0009765625,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,2,global,1.0,simpleqa_verified,What was the name of the venue where the 1992 Scandinavian Masters golf tournament happened?,What was the name of the venue where the 1992 Scandinavian Masters golf tournament happened?,1.0,"venue where the 1992 Scandinavian Masters golf tournament happened?assistant

I'm not aware of any information about a 1992 Scandinavian Masters golf tournament.","venue where the 1992 Scandinavian Masters golf tournament happened?assistant

I'm not aware of any information about a 1992 Scandinavian Masters golf tournament.",100.00000000000004,0.9999999403953552,1.0,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,3,global,1.0,simpleqa_verified,What is the boiling point of the element cerium in Fahrenheit?,What is the boiling point of the element cerium in Fahrenheit?,1.0,"user

What is the boiling point of the element cerium in Fahrenheit?assistant

The boiling point of cerium is 3382°C. To convert this to Fahrenheit, we can use the following formula:

°F = (°C × 9/5) + 32

Plugging in the value for cerium's boiling point in Celsius, we get:

°F = (3382 × 9/5) + 32
= 6125.6 + 32
= 6157.6°F

So, the boiling point of cerium is approximately","user

What is the boiling point of the element cerium in Fahrenheit?assistant

The boiling point of cerium is 3382°C. To convert this to Fahrenheit, we can use the following formula:

°F = (°C × 9/5) + 32

Plugging in the value for cerium's boiling point in Celsius, we get:

°F = (3382 × 9/5) + 32
= 6125.6 + 32
= 6157.6°F

So, the boiling point of cerium is approximately",100.00000000000004,0.9999997615814209,0.99951171875,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,4,global,1.0,simpleqa_verified,What was the title of chemist Mary Letitia Caldwell's Ph.D. thesis?,What was the title of chemist Mary Letitia Caldwell's Ph.D. thesis?,1.0,"of chemist Mary Letitia Caldwell's Ph.D. thesis?assistant

I am unable to verify the title of Mary Letitia Caldwell's Ph.D.","of chemist Mary Letitia Caldwell's Ph.D. thesis?assistant

I am unable to verify the title of Mary Letitia Caldwell's Ph.D.",100.00000000000004,1.0,1.0,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,5,global,1.0,simpleqa_verified,"For how many scudi did the Florentine authorities buy the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823?","For how many scudi did the Florentine authorities buy the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823?",0.9999998807907104,"assistant

I am unable to verify how many scudi the Florentine authorities bought the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823.","assistant

I am unable to verify how many scudi the Florentine authorities bought the ""Pitti Tondo"" from the dealer Fedele Acciai in 1823.",100.00000000000004,0.9999999403953552,1.0009765625,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,6,global,1.0,simpleqa_verified,What team came second in Group C in the 2018–19 UEFA Champions League?,What team came second in Group C in the 2018–19 UEFA Champions League?,0.9999998807907104,"C in the 2018–19 UEFA Champions League?assistant

In the 2018-19 UEFA Champions League, Group C, the teams were:

1. Liverpool
2. Napoli
3. Paris Saint-Germain
4. Red Star Belgrade

Napoli came second in Group C.","C in the 2018–19 UEFA Champions League?assistant

In the 2018-19 UEFA Champions League, Group C, the teams were:

1. Liverpool
2. Napoli
3. Paris Saint-Germain
4. Red Star Belgrade

Napoli came second in Group C.",100.00000000000004,0.9999999403953552,1.0,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,7,global,1.0,simpleqa_verified,At which university did the mathematician William Prager study civil engineering and receive his diploma in 1925?,At which university did the mathematician William Prager study civil engineering and receive his diploma in 1925?,1.0000001192092896,"receive his diploma in 1925?assistant

I am unable to verify where William Prager studied civil engineering and received his diploma in 1925.","receive his diploma in 1925?assistant

I am unable to verify where William Prager studied civil engineering and received his diploma in 1925.",100.00000000000004,1.0,1.0009765625,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,8,global,1.0,simpleqa_verified,"Which streamer won the ""Best Variety Streamer"" award at The Streamer Awards in 2022?","Which streamer won the ""Best Variety Streamer"" award at The Streamer Awards in 2022?",1.0000001192092896,"Streamer Awards in 2022?assistant

I'm not able to verify who won the ""Best Variety Streamer"" award at The Streamer Awards in 2022.","Streamer Awards in 2022?assistant

I'm not able to verify who won the ""Best Variety Streamer"" award at The Streamer Awards in 2022.",100.00000000000004,1.0000001192092896,0.99951171875,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
L3.2-3B,9,global,1.0,simpleqa_verified,What is the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821?,What is the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821?,1.0,I am unable to verify the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821.,I am unable to verify the name of the naturalist who first described the sharpbill under the binomial name *Oxyrhuncus cristatus* in 1821.,100.00000000000004,0.9999999403953552,0.99951171875,-0.0,0.0,,YES,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
